@RELATION toneClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {1,2,3,4}

@DATA
0.023155,0.041003,3.145490,0.095935,0.164193,0.169018,0.005537,0.037199,-25.674734,2.569007,0.527141,0.248499,0.121410,0.389428,0.060296,0.073230,-0.117472,0.167380,-0.144219,-0.048767,-0.063021,0.001137,0.006505,0.012044,0.021173,0.001912,0.002168,0.004221,0.035103,0.004529,0.008464,0.140690,0.003061,0.040613,0.010662,0.019660,0.207794,0.029526,0.037772,0.109883,0.004687,0.020335,1.869724,0.476026,0.719492,0.438329,0.362761,0.252355,0.175321,0.290824,0.315803,0.309899,0.201575,0.165781,0.234873,0.001047,0.003411,0.009315,0.029778,0.001410,0.001381,0.003940,0.018334,0.005009,0.007266,0.028874,0.003758,0.005335,1
0.028299,0.042724,3.032154,0.088560,0.143681,0.127269,0.005656,0.043161,-24.579174,2.323569,-0.592463,0.308819,0.382242,-0.391045,0.293056,0.246929,-0.206696,-0.004859,0.120009,-0.034303,-0.020055,0.004684,0.016577,0.015204,0.012392,0.021744,0.024783,0.004641,0.069055,0.002492,0.010940,0.015949,0.002054,0.022803,0.012562,0.037212,0.159087,0.024774,0.046334,0.081212,0.003798,0.018021,2.505743,0.908904,0.972292,0.234568,0.468734,0.360105,0.236298,0.242527,0.386627,0.187908,0.303364,0.228924,0.144665,0.002390,0.018222,0.013659,0.009832,0.023139,0.012326,0.006995,0.051410,0.004181,0.007930,0.018661,0.003443,0.011587,1
0.019389,0.047486,3.004031,0.114572,0.179062,0.223755,0.013816,0.040380,-27.639713,2.383738,1.074075,-0.036841,0.036737,0.123417,-0.164806,0.131800,-0.292742,0.011383,-0.201263,-0.005605,0.087354,0.000866,0.012576,0.005881,0.048982,0.001847,0.002588,0.000682,0.014068,0.000752,0.033427,0.131277,0.000271,0.043071,0.013518,0.031630,0.256904,0.021014,0.022519,0.184769,0.010113,0.030910,1.475271,0.294426,0.475150,0.334608,0.208599,0.323786,0.244518,0.220258,0.159881,0.198860,0.202215,0.143532,0.156889,0.000877,0.009890,0.006113,0.044803,0.001591,0.002306,0.000793,0.011691,0.001043,0.025661,0.047882,0.000264,0.010750,1
0.013927,0.081742,3.167883,0.092960,0.173425,0.085488,0.017922,0.019482,-26.649918,3.323082,0.887393,0.629236,0.210143,0.250942,0.047816,-0.061124,0.063039,-0.075461,-0.125846,-0.099718,-0.118741,0.000754,0.009058,0.010227,0.017630,0.000419,0.001902,0.000308,0.027318,0.000445,0.004390,0.178024,0.000346,0.049429,0.018238,0.039870,0.257011,0.041891,0.048090,0.176441,0.015210,0.031248,2.094003,0.820798,0.362042,0.269779,0.287118,0.158943,0.127501,0.156046,0.197216,0.137942,0.141301,0.107511,0.130201,0.001354,0.005136,0.012460,0.014547,0.000586,0.001295,0.000610,0.015416,0.000882,0.003433,0.045860,0.000415,0.011366,1
0.014914,0.079714,3.098478,0.086422,0.170278,0.032677,0.006640,0.021403,-25.056771,3.661470,-0.114825,0.117192,0.206167,0.049170,0.110841,0.488454,0.249480,-0.001889,-0.259131,-0.199181,-0.106634,0.002558,0.010714,0.033437,0.017568,0.001513,0.001724,0.001853,0.022946,0.000368,0.009315,0.140906,0.003033,0.041947,0.007222,0.036118,0.321012,0.026773,0.033905,0.026898,0.005390,0.007572,1.045581,0.563300,0.390964,0.224941,0.226264,0.208080,0.156314,0.223590,0.246444,0.103555,0.191549,0.108241,0.119749,0.003262,0.007420,0.017940,0.011419,0.001774,0.001274,0.002926,0.008181,0.000584,0.005163,0.037431,0.002282,0.008316,1
0.015047,0.047474,3.171363,0.096519,0.180407,0.048923,0.008471,0.023375,-26.704520,2.964346,0.142982,0.133689,0.167168,0.315092,0.063564,0.249018,-0.076068,0.050079,-0.174705,-0.104885,-0.114240,0.000929,0.006520,0.021916,0.023005,0.002285,0.002849,0.001454,0.028938,0.003113,0.008741,0.144780,0.005809,0.043607,0.005495,0.036654,0.200233,0.023365,0.028856,0.020428,0.007488,0.009689,1.374133,0.508933,0.549605,0.366890,0.250359,0.242473,0.126774,0.257568,0.254877,0.226276,0.178767,0.225195,0.251057,0.000973,0.004842,0.018641,0.020275,0.002808,0.003711,0.001314,0.013443,0.004778,0.005178,0.027398,0.007597,0.005603,1
0.013323,0.039413,3.103188,0.096175,0.179841,0.042605,0.013938,0.021061,-26.352534,3.313039,0.182828,0.421372,0.313978,0.170396,0.196030,0.133572,0.009248,-0.022152,-0.124194,-0.075477,-0.095706,0.004847,0.024632,0.005776,0.020362,0.002249,0.006897,0.006939,0.049421,0.000627,0.002664,0.116704,0.000358,0.038090,0.005433,0.033105,0.284007,0.035929,0.049152,0.025905,0.010507,0.007796,1.825799,0.655717,0.535717,0.306912,0.343391,0.256561,0.200162,0.155914,0.200782,0.178804,0.180070,0.184754,0.177273,0.008795,0.020764,0.005401,0.010903,0.005101,0.007047,0.009700,0.017639,0.000917,0.002953,0.031261,0.000319,0.006423,1
0.014869,0.057892,3.156486,0.114496,0.190484,0.110812,0.008792,0.016315,-25.948957,2.971007,0.685610,0.124341,0.029880,0.081408,-0.042958,0.261899,-0.087427,0.082349,-0.203745,-0.101253,0.002017,0.002006,0.019586,0.032730,0.016711,0.000860,0.003809,0.000629,0.064769,0.000530,0.006253,0.100778,0.000482,0.041334,0.002175,0.040189,0.238290,0.021961,0.027563,0.074131,0.005501,0.004053,1.446041,0.521597,0.584618,0.184601,0.231539,0.266119,0.267434,0.191982,0.205304,0.220606,0.217371,0.127245,0.150653,0.003322,0.023322,0.031105,0.005889,0.000834,0.003252,0.000523,0.045581,0.001056,0.005012,0.046655,0.001334,0.008242,1
0.011836,0.060273,3.037305,0.101853,0.191197,0.038214,0.013372,0.018228,-26.977932,3.332991,0.472457,0.255838,-0.075136,-0.206118,-0.069977,-0.065420,-0.029326,0.036200,0.018319,0.031555,-0.075085,0.001281,0.019280,0.008100,0.025455,0.001175,0.003231,0.001563,0.025695,0.000425,0.031839,0.137903,0.000919,0.042341,0.005715,0.048261,0.307978,0.026991,0.029113,0.023835,0.016240,0.004861,2.664694,0.417405,0.601859,0.381932,0.240154,0.180587,0.303291,0.228995,0.216816,0.182412,0.154504,0.180381,0.131118,0.001101,0.017008,0.008023,0.030362,0.001485,0.002850,0.003991,0.027791,0.000521,0.015187,0.052501,0.001593,0.010850,1
0.011930,0.112545,3.156619,0.087164,0.173464,0.023996,0.010911,0.017077,-25.481783,3.562624,-0.041036,0.100467,0.437633,0.146613,0.158866,0.235669,0.014189,-0.148625,-0.159921,-0.042232,-0.178446,0.002301,0.008480,0.023269,0.061984,0.001188,0.003050,0.001071,0.037097,0.000970,0.006953,0.135420,0.003373,0.052909,0.003466,0.052348,0.359940,0.020925,0.029239,0.013127,0.019583,0.002453,2.206032,0.410891,0.349276,0.268877,0.421296,0.251268,0.170412,0.253885,0.194076,0.234481,0.246927,0.135705,0.198571,0.004831,0.003976,0.012480,0.127350,0.000859,0.003548,0.001348,0.025547,0.001519,0.007069,0.052678,0.003472,0.029328,1
0.010890,0.055488,3.178909,0.090400,0.174843,0.026933,0.007055,0.018918,-26.090402,3.499333,0.164627,0.617977,-0.004718,0.108693,0.369943,0.124979,-0.039032,-0.140829,-0.161515,-0.082681,-0.056479,0.000953,0.008419,0.019404,0.016350,0.002111,0.002669,0.001556,0.050902,0.000537,0.004746,0.140989,0.000288,0.044873,0.003830,0.034197,0.105852,0.030640,0.044212,0.017478,0.004543,0.008930,1.366528,0.675161,0.552249,0.269286,0.410238,0.222552,0.283840,0.269846,0.171206,0.223369,0.215893,0.133985,0.190031,0.000606,0.004480,0.017764,0.009559,0.003614,0.002309,0.002272,0.024749,0.000687,0.003754,0.022694,0.000270,0.004432,1
0.010338,0.133581,3.155317,0.094828,0.183622,0.031997,0.009355,0.013817,-24.705641,3.508163,0.810002,0.646273,-0.100332,-0.114742,0.005772,0.086896,-0.392087,-0.076440,-0.127966,0.012569,-0.189544,0.000830,0.055343,0.000456,0.015739,0.003121,0.004088,0.000182,0.010396,0.000117,0.004048,0.157550,0.000078,0.044999,0.003457,0.096049,0.186495,0.032127,0.044311,0.015874,0.013271,0.004274,2.343763,0.535131,0.467782,0.244811,0.311258,0.256592,0.266900,0.249293,0.304657,0.175745,0.164409,0.264591,0.106157,0.000911,0.026835,0.000291,0.007097,0.003826,0.002046,0.000121,0.004438,0.000095,0.003323,0.030041,0.000055,0.005899,1
0.017492,0.073153,3.122426,0.103293,0.183541,0.046465,0.010135,0.027515,-24.729781,3.305055,-0.574243,-0.772291,-0.167838,-0.126463,0.002361,-0.206932,0.016224,-0.132295,0.186225,0.054473,0.021809,0.006340,0.011322,0.003123,0.036695,0.040368,0.005047,0.002985,0.008219,0.009922,0.045441,0.085784,0.000391,0.035386,0.004791,0.053365,0.145816,0.035205,0.049325,0.022999,0.012518,0.007662,2.198533,0.708654,0.768199,0.631772,0.497866,0.275256,0.357383,0.269951,0.308442,0.357225,0.165755,0.177895,0.229863,0.004089,0.013865,0.002502,0.045465,0.036512,0.003028,0.005503,0.004340,0.022190,0.031986,0.062273,0.000448,0.010378,1
0.040611,0.019855,3.115144,0.101543,0.153125,0.310922,0.019825,0.059285,-27.369440,2.033596,-0.525184,0.189697,0.128161,-0.221139,0.460153,-0.114503,-0.114844,0.053756,-0.158880,-0.038160,-0.154669,0.001508,0.009327,0.002703,0.026229,0.002633,0.005686,0.002509,0.014494,0.015301,0.018632,0.102801,0.001964,0.031925,0.042068,0.025193,0.295270,0.045027,0.030543,0.510633,0.025497,0.058255,3.406120,1.524108,1.099175,0.393176,0.608920,0.347507,0.424946,0.329453,0.489738,0.300892,0.266129,0.228469,0.229843,0.002864,0.016720,0.003185,0.024506,0.003065,0.007084,0.004002,0.021257,0.018148,0.015199,0.080940,0.004124,0.019873,1
0.016931,0.017331,3.122225,0.101831,0.190724,0.104474,0.019442,0.026164,-28.508412,3.262827,0.333965,0.387928,0.226142,-0.007500,0.057106,0.172106,0.042137,0.016862,0.050362,0.009041,-0.171190,0.001675,0.019719,0.002266,0.022506,0.014039,0.003550,0.001296,0.014825,0.000717,0.004467,0.167196,0.000681,0.047893,0.015493,0.019935,0.159830,0.019154,0.015381,0.181671,0.004085,0.030049,1.103592,0.478367,0.353663,0.193106,0.201575,0.095198,0.150554,0.103296,0.086757,0.123587,0.075798,0.100158,0.076180,0.001511,0.008235,0.003598,0.005688,0.021206,0.002743,0.001943,0.006440,0.001451,0.001955,0.033564,0.001609,0.007280,1
0.034425,0.078325,2.930353,0.135007,0.199598,0.220977,0.010123,0.053944,-25.190728,2.643715,0.970765,0.141168,0.046859,-0.042729,-0.007164,0.025178,-0.011924,-0.108836,-0.100107,-0.245871,-0.319126,0.006784,0.102254,0.000917,0.019273,0.000545,0.004882,0.000578,0.012796,0.001669,0.002247,0.074096,0.000291,0.036722,0.041022,0.045410,0.581328,0.048605,0.026919,0.251197,0.008148,0.069459,1.506544,0.921551,0.417260,0.206538,0.244670,0.175508,0.159736,0.151955,0.165343,0.205192,0.118327,0.213175,0.181960,0.005108,0.056326,0.000686,0.009509,0.000356,0.004908,0.000656,0.008771,0.003316,0.002352,0.038488,0.000318,0.012289,1
0.044785,0.064153,3.141157,0.129054,0.179066,0.323733,0.016200,0.059788,-26.919211,2.314072,1.074386,0.143914,-0.031900,0.275173,0.013571,0.105935,-0.018476,-0.103803,-0.080336,-0.073538,-0.134346,0.000795,0.007719,0.006528,0.012389,0.000686,0.002887,0.000442,0.022950,0.000483,0.011213,0.149515,0.000365,0.041898,0.045710,0.044928,0.242611,0.055777,0.040446,0.344096,0.010668,0.070634,1.785822,1.022664,0.587944,0.371554,0.303284,0.428571,0.225308,0.244342,0.156432,0.167018,0.136465,0.196723,0.171730,0.000667,0.005444,0.010488,0.010101,0.000665,0.003503,0.000381,0.018510,0.000424,0.013593,0.048758,0.000435,0.012968,1
0.047277,0.077294,2.992493,0.115807,0.161987,0.253326,0.010647,0.056543,-25.711432,2.682115,1.109023,-0.078146,-0.097482,-0.281922,-0.130384,0.207011,-0.036084,0.039486,-0.097905,0.024917,-0.178302,0.002341,0.016580,0.000692,0.012972,0.001359,0.003086,0.000318,0.010333,0.000743,0.022352,0.138642,0.000224,0.039611,0.062506,0.052406,0.428839,0.061301,0.044106,0.404099,0.009007,0.092537,2.476951,1.702380,0.515378,0.764534,0.300454,0.305289,0.172061,0.251573,0.262201,0.234944,0.269506,0.231698,0.133554,0.001784,0.021086,0.000508,0.015380,0.001443,0.004153,0.000321,0.008722,0.001489,0.025275,0.078439,0.000375,0.019907,1
0.029178,0.055059,3.240820,0.118740,0.188152,0.192175,0.011112,0.038845,-27.479407,2.755584,0.982521,0.393846,0.219411,0.185180,0.034897,0.153157,-0.037255,-0.020290,-0.075752,-0.091812,-0.158133,0.000838,0.006383,0.000871,0.011514,0.000517,0.002311,0.000473,0.018487,0.000414,0.010503,0.174861,0.000294,0.048317,0.033572,0.032192,0.076184,0.040038,0.027168,0.251403,0.016226,0.053607,1.493720,1.001202,0.315059,0.346691,0.189370,0.192369,0.155327,0.155382,0.142624,0.149616,0.155027,0.124674,0.118589,0.000649,0.002369,0.000692,0.007228,0.000729,0.003404,0.000822,0.007209,0.000835,0.014105,0.044765,0.000415,0.011752,1
0.034418,0.040529,3.101419,0.093529,0.154323,0.197799,0.010201,0.051626,-26.692359,3.139802,-0.926853,-0.893900,0.277953,-0.178139,0.203245,-0.267815,0.022526,-0.224839,0.097372,-0.009305,0.084122,0.007359,0.010792,0.006180,0.039967,0.025316,0.007396,0.001580,0.006019,0.014422,0.062542,0.049435,0.001715,0.030178,0.030006,0.041883,0.281142,0.043862,0.042785,0.389541,0.008518,0.060696,2.874080,1.188318,0.691369,0.795168,0.459504,0.327317,0.330918,0.441979,0.347024,0.211693,0.251850,0.144212,0.173065,0.009475,0.013136,0.010167,0.021921,0.033352,0.010419,0.001260,0.005971,0.019953,0.053313,0.053288,0.003788,0.012041,1
0.021047,0.071876,2.750513,0.090001,0.174056,0.099056,0.029884,0.026297,-28.456383,3.511697,0.412108,0.204129,0.007990,-0.171429,-0.293284,-0.344954,-0.118285,0.050295,-0.046094,-0.308186,-0.562414,0.021850,0.147718,0.001144,0.033567,0.001296,0.006429,0.003205,0.007304,0.000651,0.003490,0.016163,0.000744,0.041659,0.022436,0.056124,0.196244,0.030463,0.026466,0.177705,0.007008,0.021498,1.152907,0.732469,0.190806,0.271603,0.126299,0.134724,0.127306,0.172806,0.108363,0.104247,0.115536,0.122195,0.211754,0.009402,0.037331,0.001866,0.012347,0.002655,0.005946,0.002526,0.003739,0.001307,0.003451,0.003010,0.001215,0.009126,1
0.069896,0.087159,3.133273,0.147375,0.176248,0.464711,0.006884,0.098880,-25.750134,2.345515,0.734279,-0.002087,-0.111330,0.084210,0.032628,0.104228,0.028902,-0.092393,-0.094257,0.083641,-0.186116,0.001344,0.006931,0.013676,0.013987,0.000818,0.002416,0.000430,0.031987,0.000770,0.014098,0.112876,0.000314,0.032117,0.066277,0.061742,0.234356,0.071839,0.032506,0.451653,0.005559,0.093231,2.811551,1.216908,0.557680,0.483749,0.360541,0.206553,0.211608,0.230145,0.249701,0.181722,0.193422,0.200765,0.186495,0.000907,0.003218,0.016517,0.008524,0.000736,0.001910,0.000397,0.022642,0.001191,0.014146,0.046341,0.000290,0.012373,1
0.018674,0.051696,3.062632,0.093961,0.163326,0.072866,0.012817,0.030919,-25.256538,3.340039,-0.407072,-0.096495,0.124515,0.221965,0.268210,0.041907,0.033490,0.001409,0.001033,-0.019000,-0.053885,0.001184,0.007542,0.055788,0.014006,0.001535,0.004543,0.008519,0.077194,0.001973,0.005229,0.061464,0.002487,0.035616,0.008053,0.042280,0.117894,0.042620,0.054270,0.114693,0.012711,0.014842,2.853432,1.155939,1.153561,0.598677,0.617679,0.232207,0.243744,0.303096,0.302109,0.334789,0.375003,0.235744,0.194617,0.000817,0.006121,0.045517,0.014513,0.001711,0.005067,0.012914,0.043715,0.001785,0.004475,0.060158,0.004258,0.010103,1
0.142122,0.063265,3.200096,0.188596,0.160825,0.495602,0.013445,0.165556,-27.176841,1.100294,-1.516941,-0.252136,0.307810,-0.125859,-0.122394,-0.287373,-0.218674,-0.408093,-0.288950,-0.043417,0.382208,0.003713,0.002099,0.001516,0.009360,0.024200,0.037101,0.003095,0.009646,0.001836,0.002287,0.020707,0.038829,0.023885,0.101417,0.062171,0.207349,0.097431,0.039829,0.419177,0.014111,0.119347,3.299215,1.071074,1.073119,0.424249,0.545969,0.498130,0.186553,0.424626,0.362751,0.242951,0.324748,0.295392,0.281360,0.005810,0.001372,0.001199,0.006711,0.021270,0.042304,0.005422,0.017236,0.002909,0.002036,0.025402,0.050047,0.008756,1
0.064386,0.037796,3.127528,0.138368,0.179106,0.317113,0.012449,0.075432,-26.870986,0.029591,-0.803695,0.381379,-0.194637,-0.237894,-0.367802,-0.466934,-0.320334,-0.142407,0.008692,0.494778,0.325073,0.010298,0.031144,0.004847,0.002909,0.003061,0.012425,0.011268,0.049206,0.002880,0.025367,0.004617,0.000890,0.023532,0.028027,0.036716,0.247447,0.038023,0.022426,0.258156,0.007112,0.034117,1.674377,1.246008,0.842335,0.740762,0.467096,0.344675,0.277677,0.305103,0.281275,0.347268,0.339264,0.302509,0.258270,0.014785,0.024019,0.011498,0.002201,0.003647,0.013532,0.014096,0.021289,0.003979,0.039351,0.007472,0.000512,0.007073,1
0.047447,0.048426,3.220676,0.115128,0.164430,0.319794,0.017871,0.069132,-27.212391,1.589845,-0.944056,-0.395577,-0.127022,-0.205745,-0.496938,-0.396187,-0.376473,-0.197520,0.320609,0.503086,0.197809,0.019628,0.024420,0.003851,0.005956,0.001569,0.011583,0.011714,0.096139,0.003856,0.014714,0.003370,0.000853,0.036656,0.026046,0.044209,0.110937,0.034527,0.021072,0.341573,0.016701,0.038011,1.790747,0.991665,0.860635,0.369447,0.607851,0.469428,0.322421,0.322708,0.199411,0.229458,0.220104,0.240799,0.202908,0.029531,0.035966,0.004732,0.004878,0.001218,0.011537,0.008144,0.027814,0.008437,0.009143,0.002678,0.000481,0.012717,1
0.073978,0.031742,3.155873,0.185315,0.204853,0.590473,0.005848,0.106664,-26.877954,1.406962,0.442250,-0.800904,-0.084430,-0.519865,-0.214082,-0.346452,-0.361186,-0.292021,-0.089619,0.134567,0.265208,0.002841,0.003630,0.001615,0.010366,0.016740,0.087794,0.001995,0.049121,0.001335,0.008485,0.005981,0.001201,0.032713,0.047691,0.033982,0.280746,0.048204,0.020648,0.338080,0.005876,0.075263,2.166296,1.079070,0.410021,0.326808,0.256914,0.280414,0.245455,0.270821,0.346155,0.209104,0.207931,0.199410,0.217349,0.001506,0.001661,0.001414,0.007033,0.027607,0.058562,0.001779,0.043535,0.001772,0.005570,0.004329,0.001040,0.012910,1
0.052082,0.027527,3.241943,0.139879,0.187748,0.431582,0.017787,0.078998,-28.132597,1.288165,0.030033,-0.398159,-0.503970,-0.122925,-0.752423,-0.445677,-0.394592,-0.137905,0.412350,0.329212,0.296707,0.001304,0.002186,0.000987,0.004559,0.002169,0.006201,0.017513,0.146542,0.000866,0.011361,0.002149,0.000334,0.044656,0.034112,0.028489,0.077355,0.045677,0.020962,0.371801,0.013245,0.052371,1.933754,1.050159,0.512009,0.301876,0.175847,0.294671,0.231816,0.373139,0.265293,0.391441,0.301425,0.258803,0.222349,0.001059,0.001978,0.001211,0.004260,0.003031,0.005057,0.028474,0.051634,0.000734,0.023846,0.001646,0.000332,0.014053,1
0.047361,0.029872,3.236045,0.120757,0.170402,0.374010,0.009003,0.068604,-27.575144,1.951338,-0.267085,-0.148840,-0.441124,-0.424656,-0.576237,-0.266747,-0.223963,0.047281,0.281036,0.259214,0.266254,0.003560,0.004407,0.006231,0.006932,0.001684,0.007948,0.004150,0.080883,0.001241,0.069995,0.007666,0.000650,0.031417,0.028370,0.028608,0.096929,0.038593,0.026794,0.339975,0.013743,0.043359,1.627513,1.482718,0.518267,0.304630,0.329633,0.375025,0.235060,0.369513,0.333552,0.220410,0.250483,0.213770,0.159373,0.001923,0.003777,0.005112,0.004157,0.001834,0.003369,0.008890,0.050732,0.001259,0.045740,0.004527,0.000545,0.012439,1
0.046632,0.093693,3.148460,0.125680,0.170711,0.297239,0.007374,0.071394,-24.849469,1.260387,0.141716,0.155203,-1.346979,0.018785,-0.734996,-0.311594,0.057892,-0.164591,0.379834,0.265056,0.124294,0.004523,0.007629,0.004042,0.006637,0.001478,0.005275,0.000770,0.033969,0.000531,0.102134,0.012841,0.000612,0.031206,0.018806,0.055938,0.239335,0.035895,0.036508,0.254598,0.005667,0.024858,2.347335,1.362715,0.322770,0.452145,0.343482,0.322462,0.257576,0.214880,0.218837,0.162726,0.220891,0.170272,0.094053,0.006006,0.005465,0.004067,0.004938,0.001403,0.002767,0.000536,0.027267,0.000540,0.033148,0.009523,0.000687,0.009594,1
0.052023,0.031990,3.198183,0.158918,0.199680,0.387333,0.012449,0.066343,-27.427342,0.893079,-0.590712,-0.437778,0.006295,-0.471088,-0.365703,-0.525320,-0.403810,-0.208068,0.030820,0.580976,0.340132,0.020267,0.004839,0.001608,0.002334,0.001561,0.018693,0.016720,0.102023,0.001896,0.006729,0.005059,0.002294,0.035582,0.026388,0.035606,0.113583,0.028694,0.020011,0.291492,0.007278,0.043406,1.471740,0.957526,0.689372,0.406975,0.567396,0.373162,0.352546,0.166685,0.352734,0.287495,0.246146,0.231936,0.245910,0.028521,0.006905,0.001253,0.001973,0.001462,0.024531,0.021402,0.034312,0.002262,0.005640,0.006173,0.001882,0.012506,1
0.062672,0.038922,3.235076,0.138288,0.182785,0.465008,0.008786,0.090362,-27.041358,1.797567,-0.047366,0.132960,-0.675958,-0.369284,-0.476554,-0.259465,-0.145647,-0.063189,0.395760,0.335556,0.103732,0.003460,0.005702,0.005389,0.007509,0.000833,0.007140,0.002799,0.073253,0.001799,0.067074,0.010197,0.001150,0.027415,0.045632,0.044907,0.132380,0.053986,0.024380,0.469027,0.011126,0.067568,1.485735,1.267142,0.481570,0.195609,0.288427,0.307300,0.293134,0.229863,0.216665,0.156927,0.217608,0.194137,0.148521,0.001876,0.003995,0.008815,0.002415,0.000440,0.002497,0.003902,0.031122,0.001518,0.029387,0.003926,0.001525,0.008974,1
0.048799,0.037195,3.194201,0.130603,0.181516,0.309944,0.009361,0.073133,-27.522305,1.694140,-0.790539,0.433541,-0.230900,-0.590743,-0.447962,-0.346165,-0.343148,-0.078529,0.247667,0.412234,0.261811,0.005963,0.016797,0.001929,0.003609,0.001246,0.007655,0.006580,0.128487,0.002558,0.017388,0.006503,0.001117,0.039820,0.030409,0.037486,0.187107,0.050744,0.032183,0.333266,0.009410,0.058460,1.410434,1.485402,0.793798,0.424958,0.500134,0.313847,0.322903,0.260476,0.260700,0.219119,0.205127,0.245777,0.206801,0.009223,0.023232,0.001335,0.004044,0.001109,0.007691,0.007649,0.050205,0.004598,0.022876,0.006756,0.001551,0.011889,1
0.053328,0.083201,3.232476,0.126650,0.170091,0.336994,0.012030,0.085229,-25.376065,1.251845,-1.310314,0.051934,-0.213611,-0.467679,-0.303289,-0.467449,-0.468469,-0.206523,0.169446,0.533983,0.514260,0.007952,0.027799,0.001233,0.018047,0.001194,0.009394,0.030363,0.086336,0.001445,0.006514,0.004287,0.001177,0.034109,0.036785,0.058957,0.135541,0.040509,0.026130,0.357739,0.011642,0.058566,1.948650,1.398950,0.891692,0.543356,0.579632,0.446901,0.448297,0.283505,0.324284,0.295386,0.207030,0.253073,0.282656,0.013798,0.028250,0.001035,0.033396,0.001425,0.011190,0.032874,0.079940,0.002084,0.008114,0.004977,0.001384,0.016984,1
0.115841,0.027866,3.245230,0.171084,0.183141,0.451642,0.009160,0.141995,-27.813762,2.495076,-0.111927,-0.360608,-0.314094,-0.446677,-0.430881,-0.400964,-0.283482,-0.091030,0.312928,0.378537,0.147582,0.001828,0.002864,0.001486,0.007519,0.000494,0.006710,0.005289,0.136753,0.001111,0.024348,0.005354,0.000355,0.038567,0.106604,0.029702,0.121469,0.088785,0.023769,0.461385,0.013009,0.129285,1.637448,1.170273,0.429372,0.240771,0.361084,0.317877,0.300814,0.242110,0.261516,0.255030,0.198191,0.243219,0.127460,0.001894,0.002148,0.001668,0.007241,0.000446,0.004458,0.008405,0.061902,0.001175,0.024770,0.004868,0.000383,0.016000,1
0.104788,0.108062,3.219872,0.180122,0.189662,0.561984,0.002859,0.145227,-24.858734,2.245270,-0.149535,-0.313211,-0.487520,-0.468510,-0.443049,-0.352875,-0.169156,0.029047,0.331247,0.280019,0.081276,0.003721,0.003477,0.003491,0.006146,0.000840,0.007798,0.000715,0.089401,0.000636,0.062804,0.009270,0.000578,0.028765,0.084095,0.069414,0.169374,0.078062,0.023575,0.493856,0.004711,0.121078,1.853374,1.412494,0.190600,0.211168,0.219111,0.241165,0.194563,0.175692,0.198419,0.140795,0.155145,0.170039,0.141694,0.001348,0.001026,0.003740,0.003236,0.000913,0.003427,0.000705,0.034476,0.000512,0.027860,0.003324,0.000686,0.009428,1
