@RELATION toneClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {1,2,3,4}

@DATA
0.041262,0.052190,3.180523,0.115779,0.166754,0.254553,0.018116,0.071653,-27.447048,0.814221,-1.022779,0.388454,-0.340046,-0.539374,-0.257695,-0.853219,-0.134351,0.314264,0.329435,0.500925,-0.184684,0.001926,0.001416,0.036972,0.161816,0.000749,0.001824,0.001581,0.018606,0.012354,0.066950,0.007090,0.001556,0.068598,0.024295,0.044699,0.171193,0.030595,0.026541,0.301287,0.018466,0.047064,2.179356,0.880478,0.339683,0.328580,0.468013,0.296997,0.257309,0.273619,0.214796,0.162990,0.411525,0.205166,0.174870,0.002627,0.001076,0.029600,0.208449,0.000914,0.001409,0.000672,0.009910,0.013627,0.052221,0.006579,0.001367,0.054672,1
0.046150,0.041553,3.214926,0.124347,0.176336,0.289685,0.012900,0.065750,-26.511897,2.197001,-0.720401,0.231520,-0.182013,-0.694110,-0.480417,-0.493070,-0.331681,0.004425,0.334938,0.439257,0.247359,0.002363,0.005012,0.004020,0.016993,0.001136,0.005848,0.014994,0.095509,0.001502,0.044855,0.007111,0.000960,0.038660,0.034124,0.039681,0.202968,0.054590,0.044654,0.408524,0.008258,0.057301,1.227551,0.873649,0.494223,0.347397,0.459414,0.374260,0.346520,0.182774,0.241411,0.177518,0.174006,0.222947,0.152041,0.001223,0.005557,0.010157,0.032710,0.002083,0.002042,0.018823,0.069608,0.001687,0.039072,0.006695,0.001692,0.011440,1
0.013097,0.063621,3.047328,0.074872,0.155325,0.037456,0.008195,0.021580,-26.559957,3.781886,-0.091414,0.084524,0.555911,-0.015455,0.341676,0.355226,0.001436,-0.261646,-0.066056,0.063732,-0.183679,0.006162,0.026037,0.018098,0.035312,0.001114,0.010022,0.006650,0.081546,0.000343,0.002805,0.072674,0.000179,0.033386,0.004075,0.041362,0.253035,0.024507,0.035660,0.019893,0.007254,0.006027,1.431308,0.450748,0.343558,0.259915,0.251486,0.307690,0.215598,0.173847,0.248526,0.288695,0.178822,0.238461,0.160842,0.011730,0.018164,0.016452,0.015058,0.001259,0.016122,0.004400,0.025918,0.000220,0.002656,0.023824,0.000147,0.002780,1
0.055909,0.041219,3.170725,0.107361,0.134239,0.335449,0.011793,0.087231,-26.730038,1.176647,-1.116588,0.593902,0.151672,-0.066683,0.165316,0.081318,-0.175063,0.244666,-0.283555,0.106211,0.079002,0.002283,0.003509,0.001530,0.014616,0.005485,0.006511,0.001468,0.005917,0.011575,0.015914,0.092296,0.001380,0.028202,0.053047,0.042708,0.117267,0.061979,0.045042,0.444060,0.012386,0.079341,2.519231,0.923333,1.156093,0.480193,0.276799,0.382336,0.215920,0.205173,0.194347,0.322941,0.205791,0.134086,0.259292,0.001812,0.003628,0.001478,0.008728,0.017847,0.005408,0.001224,0.010269,0.011693,0.014742,0.045321,0.001899,0.013701,1
0.057118,0.111775,3.178136,0.133715,0.177387,0.441347,0.006052,0.085198,-25.064366,2.086955,0.622753,-0.142451,-0.121364,0.416534,0.088287,0.304446,0.015796,-0.077265,-0.250451,-0.061092,-0.173647,0.001204,0.008065,0.012622,0.022432,0.001644,0.002616,0.001183,0.024669,0.001107,0.006477,0.124036,0.001668,0.035725,0.048593,0.103426,0.229043,0.050161,0.025995,0.406888,0.005401,0.078245,3.034177,0.886957,0.444766,0.539689,0.295439,0.275532,0.252535,0.271679,0.213417,0.212752,0.220409,0.199171,0.168897,0.000989,0.005320,0.012170,0.017287,0.001322,0.002581,0.001644,0.023050,0.001176,0.005266,0.043386,0.001535,0.011302,1
0.046868,0.115294,3.150494,0.090049,0.131110,0.040699,0.018966,0.062934,-24.274430,0.713323,-1.813024,1.321954,-0.147304,-0.652252,0.414959,-0.598594,-0.577297,-0.289447,-0.109445,-0.066978,-0.060092,0.001316,0.003101,0.002797,0.031241,0.021773,0.032838,0.012738,0.021035,0.005325,0.007031,0.003086,0.001658,0.021705,0.009977,0.055333,0.239439,0.021085,0.039894,0.020585,0.011807,0.003246,1.777641,0.695143,0.207787,0.363358,0.372593,0.242916,0.285354,0.292377,0.153311,0.187609,0.278261,0.267070,0.203997,0.000892,0.001337,0.003217,0.051732,0.030588,0.032583,0.018707,0.022852,0.007730,0.008742,0.002125,0.001574,0.014640,2
0.040510,0.081874,3.177852,0.105483,0.150237,0.131572,0.014003,0.065350,-24.330080,0.027699,-1.311787,1.019602,-0.120067,-0.515723,-0.170130,-0.361110,-0.068156,-0.301845,-0.158031,0.120635,-0.307204,0.004885,0.014690,0.002515,0.046776,0.006290,0.007355,0.007135,0.041588,0.004273,0.009523,0.005670,0.009074,0.026382,0.006760,0.026337,0.114500,0.018660,0.034014,0.040337,0.008179,0.010981,1.396148,0.810131,0.416080,0.368255,0.357216,0.299392,0.214395,0.266089,0.225271,0.204024,0.378407,0.292134,0.245747,0.004786,0.018324,0.003311,0.045238,0.011900,0.008447,0.009223,0.037447,0.007916,0.009811,0.007433,0.008258,0.015049,2
0.038694,0.092878,3.170650,0.092128,0.142185,0.073352,0.011823,0.057106,-24.329431,1.238812,-1.660283,0.865840,0.049644,-0.719475,0.171881,-0.596763,-0.220379,-0.367926,-0.513525,-0.253505,0.270804,0.010809,0.012433,0.006261,0.020084,0.016971,0.042562,0.003395,0.021978,0.006065,0.003904,0.005033,0.009669,0.021244,0.007711,0.038917,0.243237,0.019802,0.033037,0.029435,0.009491,0.008851,1.812702,0.826606,0.589898,0.306117,0.340807,0.252251,0.263811,0.261073,0.272496,0.259043,0.187172,0.232084,0.311839,0.010407,0.010708,0.012408,0.025423,0.014311,0.028467,0.005693,0.022494,0.007549,0.004209,0.006984,0.012809,0.008753,2
0.032148,0.052273,2.895433,0.092861,0.152389,0.069981,0.012747,0.050492,-23.883360,1.998659,-1.618800,0.678151,0.541035,-0.154769,0.305799,-0.075294,-0.403456,0.254277,-0.129069,-0.090885,-0.054509,0.011654,0.018759,0.004148,0.021354,0.011693,0.013216,0.011700,0.025607,0.010123,0.017474,0.037874,0.006104,0.018353,0.010728,0.029980,0.277303,0.029850,0.046027,0.037559,0.006637,0.012824,2.531871,0.652574,0.571615,0.369715,0.419337,0.214992,0.292026,0.200289,0.203472,0.189071,0.206729,0.196732,0.158482,0.012875,0.022601,0.003922,0.015755,0.013924,0.013656,0.010846,0.016920,0.012158,0.024148,0.036549,0.008434,0.007401,2
0.023327,0.046118,2.978751,0.085247,0.140766,0.115870,0.010733,0.042723,-24.499538,2.289592,-1.019028,0.580684,0.534553,0.096264,0.388304,0.283696,-0.297478,0.437791,-0.130781,-0.089699,-0.021485,0.003077,0.014030,0.006785,0.026305,0.006209,0.014749,0.014640,0.036641,0.008073,0.009281,0.063747,0.006547,0.023578,0.008065,0.019434,0.206853,0.032493,0.054994,0.034614,0.006396,0.010148,1.714670,0.492765,0.549522,0.286114,0.184886,0.256380,0.178534,0.201124,0.363909,0.165255,0.166826,0.116744,0.138474,0.001840,0.007915,0.005585,0.016826,0.006739,0.009774,0.013540,0.016688,0.006050,0.008041,0.034414,0.006074,0.007985,2
0.034695,0.039831,2.636695,0.077407,0.124233,0.081482,0.012892,0.048311,-24.573225,2.636035,-1.934543,0.423258,0.756343,-0.337762,0.247152,0.110444,-0.560827,0.174949,-0.027409,0.089996,-0.086995,0.010495,0.016210,0.009099,0.024375,0.014457,0.022685,0.009270,0.028875,0.013681,0.009781,0.025587,0.008790,0.015617,0.008851,0.022545,0.183504,0.011292,0.021105,0.051122,0.005492,0.010238,2.678554,0.440773,0.665101,0.237311,0.263491,0.216883,0.196949,0.124359,0.198624,0.209029,0.198833,0.200318,0.148947,0.006562,0.015942,0.007082,0.016010,0.012728,0.016529,0.008807,0.024507,0.013144,0.010543,0.030840,0.013837,0.007745,2
0.028191,0.080332,3.149986,0.103522,0.159979,0.143395,0.016796,0.043739,-24.711953,1.755482,-0.469287,-0.177044,-0.050560,-0.390582,0.088599,-0.364407,-0.136642,-0.427616,-0.392592,-0.203268,-0.111238,0.006281,0.011405,0.019411,0.040519,0.002708,0.077499,0.009612,0.008296,0.008053,0.005225,0.002916,0.006518,0.034305,0.006244,0.042153,0.259301,0.019863,0.028847,0.105052,0.013243,0.010453,1.819093,0.585960,0.598010,0.587842,0.230062,0.312713,0.352573,0.290387,0.261686,0.205492,0.234744,0.250799,0.268989,0.006843,0.006889,0.041800,0.038046,0.002322,0.049075,0.009704,0.009815,0.013304,0.006218,0.002258,0.006304,0.010225,2
0.057235,0.116352,3.169217,0.123393,0.166262,0.304740,0.015328,0.088324,-24.747441,2.026503,-1.243603,-0.000019,-0.000015,-0.430692,0.087005,-0.195554,-0.130267,-0.121931,-0.208311,-0.369481,-0.156899,0.044647,0.022241,0.004645,0.030411,0.005934,0.037902,0.012551,0.016393,0.006393,0.006761,0.009016,0.006452,0.030655,0.066926,0.092567,0.337762,0.063668,0.040220,0.465133,0.012304,0.101103,2.869930,1.076606,0.625730,0.547867,0.509235,0.454579,0.524891,0.296474,0.316126,0.327416,0.451455,0.367990,0.511968,0.045163,0.024714,0.006163,0.039410,0.007848,0.045739,0.018459,0.021330,0.012736,0.013176,0.009485,0.007211,0.017452,2
0.015445,0.067355,3.010671,0.087754,0.164747,0.078525,0.022677,0.024937,-25.225842,3.591248,0.325038,0.084898,-0.061686,0.066519,-0.118046,0.306959,0.233805,0.129372,-0.119896,-0.182965,-0.006609,0.016228,0.042284,0.008116,0.045532,0.003521,0.014770,0.000507,0.040885,0.000493,0.008350,0.066074,0.000831,0.034590,0.010632,0.041096,0.277044,0.038401,0.050410,0.118095,0.011604,0.017894,1.881036,0.819542,0.589101,0.371614,0.482553,0.242961,0.306249,0.228349,0.250981,0.299071,0.205621,0.200041,0.221786,0.025812,0.034361,0.012167,0.016040,0.004286,0.017723,0.000373,0.023324,0.000667,0.006358,0.054139,0.001652,0.007653,2
0.013171,0.055513,3.048769,0.091089,0.176489,0.049602,0.013914,0.021903,-25.615415,3.580003,0.196531,-0.199021,0.085170,0.011770,0.143314,0.165998,0.128736,0.124762,0.028284,0.113720,0.097190,0.008435,0.023469,0.006106,0.042301,0.014305,0.018902,0.001401,0.071211,0.000815,0.007065,0.052467,0.000868,0.033146,0.003454,0.027302,0.161527,0.029617,0.038806,0.032813,0.006967,0.005907,1.264378,0.599460,0.457984,0.443739,0.409729,0.190094,0.158126,0.218261,0.188517,0.189418,0.261273,0.186383,0.165623,0.011244,0.021428,0.008372,0.020704,0.016105,0.016722,0.001366,0.030438,0.000758,0.006834,0.049689,0.001623,0.005297,2
0.011741,0.113312,3.043412,0.087453,0.166364,0.038984,0.024604,0.017098,-24.904493,4.020108,0.468021,0.243197,0.204838,-0.098610,-0.229436,-0.093451,0.189734,0.265634,0.123621,-0.004654,0.036703,0.003968,0.008356,0.001020,0.045823,0.000596,0.011577,0.000365,0.044858,0.000306,0.039950,0.096126,0.000394,0.040098,0.005938,0.051799,0.231694,0.044328,0.063616,0.051198,0.023488,0.005411,1.152021,1.093849,0.191392,0.360705,0.326350,0.150219,0.210838,0.317222,0.155620,0.139425,0.131684,0.134997,0.179746,0.005420,0.004903,0.000734,0.026250,0.000834,0.020053,0.000347,0.029665,0.000353,0.025872,0.020412,0.000640,0.004989,2
0.012058,0.053083,3.099303,0.080758,0.166990,0.036718,0.017424,0.019801,-26.462502,3.354043,0.476374,0.386251,0.343096,0.089543,0.133213,0.026413,-0.054439,-0.015868,-0.017526,0.181752,0.023002,0.002525,0.006670,0.007486,0.031773,0.001044,0.012172,0.002447,0.041380,0.000949,0.013207,0.122632,0.003194,0.044265,0.003597,0.037863,0.189883,0.022437,0.033826,0.022622,0.014579,0.008538,1.622301,0.536462,0.526080,0.286730,0.397367,0.178203,0.149686,0.173760,0.235013,0.232164,0.141129,0.183705,0.167778,0.002777,0.005391,0.008579,0.019153,0.001233,0.011302,0.003228,0.028096,0.000928,0.010043,0.020019,0.005758,0.006383,2
0.015401,0.063271,3.152865,0.094731,0.173000,0.100211,0.011158,0.018476,-25.302373,3.224458,0.810384,0.051175,0.175475,0.058565,0.077277,0.331363,0.089822,0.151494,-0.078815,-0.041844,-0.021538,0.008656,0.017709,0.011006,0.036786,0.001342,0.011630,0.000561,0.045918,0.000516,0.009701,0.104963,0.000481,0.038840,0.009600,0.033295,0.183960,0.034725,0.044542,0.069341,0.005504,0.007143,1.500339,0.691284,0.581853,0.480469,0.357272,0.298041,0.237708,0.262084,0.236314,0.192463,0.218763,0.144991,0.218605,0.015315,0.013590,0.013804,0.021410,0.000978,0.013438,0.000562,0.031672,0.000521,0.009724,0.038391,0.000560,0.006053,2
0.011765,0.058806,3.057602,0.081059,0.164239,0.051735,0.023762,0.018021,-26.392254,3.779681,0.910060,0.436691,0.195812,-0.149351,-0.005870,0.043424,0.030164,0.092899,-0.021528,0.097878,0.087716,0.001884,0.009255,0.008307,0.039471,0.000342,0.013076,0.001262,0.062498,0.000253,0.009713,0.105247,0.000326,0.042092,0.006395,0.037440,0.200279,0.036703,0.048881,0.091679,0.017841,0.015084,2.083598,0.877830,0.560325,0.267226,0.385086,0.268737,0.202389,0.204587,0.200870,0.164706,0.190861,0.121340,0.146645,0.003087,0.006093,0.009923,0.023053,0.000282,0.019270,0.001557,0.035607,0.000331,0.007364,0.029952,0.000316,0.008050,2
0.016463,0.075517,3.037313,0.074942,0.149147,0.049953,0.016964,0.029386,-25.287139,3.664199,-0.451213,-0.352980,0.695011,-0.055952,0.187480,0.158767,0.008760,-0.123896,0.109516,0.209105,-0.075955,0.004152,0.013979,0.011037,0.056183,0.009357,0.009462,0.002683,0.029032,0.004731,0.023461,0.080888,0.002152,0.033369,0.008300,0.036618,0.286639,0.023440,0.037808,0.067904,0.010691,0.018976,1.576264,0.678784,0.741088,0.525660,0.531495,0.329287,0.312401,0.256712,0.194191,0.275896,0.196454,0.162330,0.208053,0.003408,0.016006,0.017808,0.035293,0.019261,0.012808,0.004777,0.018332,0.007831,0.019259,0.043323,0.004962,0.009384,2
0.013289,0.053534,3.108581,0.103918,0.189987,0.085656,0.006078,0.020557,-25.234999,3.102402,1.049751,0.217925,0.139772,0.229961,0.068897,0.141930,0.034141,0.014692,-0.019410,-0.030791,0.050995,0.002358,0.014610,0.002946,0.042624,0.000985,0.017857,0.001122,0.105935,0.001008,0.006771,0.051939,0.000587,0.037529,0.004689,0.021359,0.149657,0.017282,0.021096,0.041452,0.004700,0.009111,1.383278,0.422572,0.511329,0.195646,0.138411,0.321069,0.122968,0.168799,0.145127,0.153030,0.160165,0.112586,0.149299,0.002176,0.010992,0.002491,0.020141,0.000993,0.016535,0.002281,0.039279,0.001491,0.005101,0.023713,0.000732,0.004934,2
0.023474,0.037433,2.936228,0.082624,0.148511,0.094740,0.019524,0.040556,-25.287456,2.656041,-0.763443,0.424399,0.066875,0.039339,0.401895,0.286816,-0.103928,0.214548,-0.034883,-0.037534,0.217983,0.009692,0.031412,0.009304,0.036949,0.006945,0.015922,0.005548,0.030543,0.004030,0.011020,0.050606,0.010617,0.027684,0.009981,0.022350,0.409632,0.026073,0.032469,0.113497,0.010269,0.011618,2.336633,0.692714,0.364803,0.277400,0.652269,0.244556,0.331870,0.284450,0.254338,0.202796,0.222765,0.182714,0.170376,0.016523,0.034335,0.013528,0.027706,0.009192,0.011472,0.006206,0.026276,0.002663,0.012318,0.043451,0.010406,0.008969,2
0.107613,0.025501,2.978800,0.166227,0.187000,0.440817,0.013145,0.146180,-26.281750,2.140722,-0.097919,0.330637,0.522239,-0.088966,0.118187,0.192611,0.071108,-0.000440,0.089939,0.057618,-0.008320,0.010390,0.009122,0.010990,0.030529,0.007124,0.013608,0.001360,0.051761,0.003679,0.004144,0.049237,0.002027,0.026594,0.118509,0.017325,0.262679,0.107238,0.042993,0.530192,0.009143,0.159171,2.817393,0.886289,0.759241,0.288965,0.509520,0.259167,0.174827,0.275492,0.198060,0.146609,0.192947,0.169601,0.194753,0.015537,0.007661,0.014247,0.029303,0.007129,0.017257,0.001977,0.028914,0.006461,0.003571,0.043944,0.001710,0.009595,2
0.044965,0.081648,3.101168,0.132879,0.185797,0.428918,0.012354,0.075100,-25.093484,2.220725,0.824848,-0.002575,-0.122839,0.226516,0.038805,0.268031,-0.072467,0.081086,-0.106047,0.026234,-0.086104,0.008788,0.017414,0.006604,0.061341,0.008904,0.017435,0.001119,0.054443,0.001369,0.004452,0.059390,0.001380,0.038630,0.049022,0.053881,0.229386,0.060998,0.043520,0.505912,0.010772,0.090019,3.406841,0.926509,0.616112,0.314794,0.204664,0.282139,0.262086,0.230041,0.195124,0.212396,0.186249,0.140501,0.150719,0.019965,0.017190,0.010004,0.105031,0.014849,0.024854,0.000909,0.039312,0.001282,0.004096,0.051138,0.001903,0.023724,2
0.157447,0.054408,3.058345,0.205201,0.187623,0.652238,0.012042,0.204364,-27.392105,2.368135,0.619631,0.442213,0.137438,0.214562,0.299391,0.135128,-0.053234,0.042382,-0.027366,0.183597,-0.006391,0.001282,0.005959,0.004409,0.044782,0.001358,0.017703,0.002892,0.052799,0.001246,0.003007,0.061340,0.000367,0.032987,0.126396,0.055784,0.366797,0.125469,0.051659,0.596460,0.013658,0.179456,3.969508,1.035341,0.448523,0.268067,0.278894,0.255753,0.264097,0.194831,0.267385,0.169745,0.193187,0.214687,0.195729,0.001460,0.008568,0.005815,0.047103,0.002292,0.027651,0.006512,0.040414,0.001461,0.002839,0.049888,0.000380,0.012561,2
0.143299,0.048129,3.065920,0.181127,0.160788,0.464434,0.011680,0.184158,-26.631477,2.730479,-0.407792,-0.206819,0.758494,0.207532,0.300427,0.199406,0.086750,-0.002016,-0.088737,0.128030,-0.040891,0.007173,0.017161,0.004418,0.056145,0.010169,0.010748,0.005306,0.031451,0.003029,0.008255,0.034926,0.002079,0.025058,0.127695,0.038172,0.129490,0.118172,0.047422,0.505451,0.007503,0.153048,3.015503,1.261123,0.604841,0.830929,0.374388,0.249929,0.203031,0.236088,0.243409,0.182058,0.238013,0.256067,0.251058,0.008901,0.016271,0.004235,0.044728,0.014063,0.014225,0.008070,0.025177,0.004084,0.008878,0.040420,0.002974,0.012733,2
0.024588,0.051530,3.047423,0.099301,0.160533,0.196235,0.009144,0.043885,-24.266698,2.183713,0.225286,0.289068,0.117937,0.122273,0.099646,0.248082,-0.060326,0.271117,-0.070182,0.074845,0.057124,0.004588,0.015367,0.004181,0.028542,0.005423,0.010752,0.005113,0.059658,0.003119,0.010593,0.060583,0.006090,0.031153,0.011488,0.020863,0.135786,0.027698,0.037137,0.178120,0.009443,0.018564,1.785926,0.430580,0.569047,0.545115,0.501483,0.384585,0.176600,0.246545,0.214758,0.239546,0.175884,0.121937,0.222945,0.006341,0.018618,0.002858,0.014153,0.010723,0.009749,0.003884,0.045273,0.002872,0.008308,0.043822,0.006020,0.008048,2
0.017984,0.011630,2.617063,0.123134,0.197837,0.124609,0.012351,0.031948,-27.531162,2.456285,-0.087394,0.571580,0.382121,-0.000997,0.198903,0.140487,-0.029149,-0.007808,-0.001904,-0.046281,0.039063,0.005260,0.018228,0.004126,0.038243,0.005236,0.012683,0.003351,0.056042,0.001051,0.006222,0.059128,0.006375,0.027025,0.009662,0.006796,0.674474,0.028619,0.026171,0.113048,0.009503,0.015984,1.808214,0.609629,0.649754,0.207963,0.396474,0.280388,0.181139,0.169171,0.171841,0.189649,0.139536,0.161140,0.130625,0.008472,0.012097,0.003845,0.020969,0.005802,0.010979,0.003563,0.034360,0.000926,0.004908,0.026861,0.008997,0.009627,2
0.016975,0.020940,2.747991,0.111353,0.185501,0.197701,0.020342,0.035597,-27.729435,2.844937,0.972753,0.107579,-0.137458,0.186947,-0.024690,0.239485,-0.087530,0.061393,-0.162861,-0.118605,-0.149169,0.007015,0.029580,0.012274,0.032435,0.002044,0.022237,0.002168,0.031693,0.000755,0.005828,0.093479,0.000382,0.035840,0.015174,0.017360,0.505257,0.032579,0.029790,0.189592,0.012016,0.029558,1.574139,0.633554,0.489993,0.233252,0.185009,0.429442,0.299987,0.152795,0.151170,0.165993,0.113470,0.084613,0.097905,0.011548,0.018098,0.018853,0.014747,0.002717,0.020987,0.004408,0.025510,0.001195,0.005918,0.057586,0.000368,0.011512,2
0.012431,0.080561,3.046725,0.111038,0.199550,0.081981,0.009732,0.017303,-25.131811,2.997536,0.684146,0.495356,0.081388,0.290401,0.150191,0.069539,0.090917,-0.060594,-0.028939,0.096209,-0.051648,0.001196,0.012386,0.005312,0.051752,0.007101,0.009481,0.000626,0.054129,0.000420,0.005021,0.104046,0.000436,0.042873,0.009802,0.040012,0.338266,0.023592,0.025065,0.114254,0.011607,0.013337,1.863183,0.414684,0.236696,0.247656,0.203544,0.238794,0.188662,0.137868,0.199156,0.167027,0.146690,0.126836,0.180927,0.000791,0.012871,0.006019,0.033839,0.013581,0.010863,0.000744,0.035466,0.000413,0.003315,0.031227,0.000576,0.008717,2
0.014928,0.025842,3.080600,0.087438,0.169189,0.062203,0.007549,0.023242,-26.438949,3.067499,0.487855,0.542306,0.328400,0.015796,0.274907,0.154528,0.079329,0.102223,0.045501,-0.117365,0.024854,0.002017,0.012089,0.002425,0.045230,0.007254,0.008162,0.001299,0.100486,0.002555,0.006985,0.054584,0.000432,0.037219,0.009406,0.013085,0.157939,0.025104,0.033493,0.067918,0.003295,0.011636,1.381191,0.504902,0.504219,0.201188,0.283349,0.187359,0.216813,0.145777,0.265825,0.186263,0.168598,0.142809,0.128629,0.001669,0.006934,0.001984,0.022633,0.009254,0.007692,0.001823,0.049589,0.003505,0.006569,0.021050,0.000490,0.008649,2
0.014291,0.040339,2.997746,0.087560,0.173744,0.039079,0.020667,0.019815,-25.886339,3.505141,0.365154,-0.068220,0.149196,0.028562,0.131383,0.044766,0.176958,-0.032969,-0.027571,-0.040768,0.136283,0.005117,0.021475,0.012331,0.033022,0.003168,0.025638,0.001461,0.064341,0.001426,0.010655,0.070618,0.002060,0.036917,0.004944,0.019043,0.266153,0.022962,0.031782,0.018168,0.018021,0.005518,1.483480,0.399506,0.611336,0.306958,0.173262,0.258990,0.207489,0.308725,0.123316,0.155604,0.160950,0.146606,0.188951,0.006464,0.020259,0.014852,0.020824,0.003746,0.025643,0.001463,0.054352,0.001634,0.007981,0.049120,0.003014,0.008054,2
0.021721,0.030025,3.089860,0.096483,0.167089,0.085476,0.015584,0.038029,-26.336730,2.606170,-0.603881,0.575258,0.943515,-0.282330,0.150389,0.487187,-0.033518,0.038461,-0.025761,0.006003,-0.242384,0.006964,0.010081,0.012502,0.035863,0.004072,0.010390,0.002969,0.042876,0.001924,0.005649,0.071466,0.011475,0.031144,0.007054,0.024659,0.137382,0.029773,0.034824,0.044584,0.009190,0.014333,1.087222,0.694254,0.360855,0.372075,0.280030,0.216741,0.107041,0.172961,0.243060,0.170418,0.174815,0.220411,0.136342,0.011364,0.006315,0.013631,0.014838,0.004177,0.007751,0.003719,0.030578,0.001872,0.003995,0.047346,0.012268,0.009202,2
0.018518,0.036149,3.054893,0.089419,0.158364,0.085965,0.016574,0.029115,-25.914236,2.825776,0.151974,-0.010650,0.286293,0.229318,0.105416,0.325381,0.016514,0.095789,-0.113778,-0.089673,-0.030321,0.007238,0.023558,0.012331,0.026398,0.011469,0.008058,0.004482,0.039581,0.003277,0.006154,0.083939,0.005761,0.033415,0.005253,0.021900,0.140176,0.034188,0.044933,0.064270,0.009167,0.011971,1.177058,0.824885,0.747276,0.511304,0.502073,0.364096,0.227408,0.214716,0.236289,0.172237,0.211571,0.187821,0.154713,0.009020,0.032964,0.016743,0.011890,0.015494,0.006192,0.005880,0.029326,0.003077,0.007306,0.042573,0.009741,0.008936,2
0.011556,0.046809,2.990040,0.092062,0.181547,0.037762,0.015004,0.016143,-26.102343,3.310076,0.865415,0.323879,0.088392,-0.120753,0.086395,0.040798,0.106647,0.022355,-0.004474,-0.033965,0.027583,0.002238,0.012871,0.010366,0.044111,0.000622,0.011207,0.001219,0.043346,0.000199,0.015283,0.111079,0.000548,0.042381,0.004009,0.029584,0.286479,0.025423,0.031798,0.018694,0.012262,0.006230,0.845781,0.406134,0.614840,0.328037,0.224195,0.233669,0.257973,0.245367,0.166633,0.158228,0.181894,0.184801,0.214854,0.002359,0.016558,0.013818,0.024038,0.000622,0.015522,0.001791,0.027701,0.000221,0.015857,0.027928,0.000857,0.007372,2
0.026189,0.040882,2.982181,0.088706,0.155196,0.164212,0.013974,0.045197,-26.068600,3.314546,-0.035863,-0.020980,0.398047,-0.053859,0.270968,0.259813,0.140841,-0.037949,-0.064361,0.102530,0.091159,0.005849,0.017871,0.008103,0.055417,0.010363,0.007757,0.002170,0.067069,0.000801,0.005416,0.043579,0.000592,0.033034,0.018044,0.027789,0.271644,0.043308,0.044745,0.263128,0.009114,0.038171,2.311377,0.703187,0.527457,0.547954,0.362453,0.309623,0.269436,0.170785,0.208967,0.282502,0.268741,0.177418,0.265093,0.007856,0.014713,0.008944,0.032164,0.009388,0.007166,0.001800,0.034684,0.000483,0.005457,0.033729,0.000644,0.006188,2
