@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {1,2,3,4}

@DATA
0.027178,0.035093,3.055792,0.082636,0.149499,0.181414,0.024705,0.039927,-24.848293,3.623694,-0.326875,-0.188629,0.627798,-0.218892,0.178590,0.260969,0.036609,-0.189436,0.036510,0.120142,0.006031,0.008025,0.004452,0.017487,0.016093,0.041762,0.006891,0.035749,0.003564,0.006072,0.036361,0.036250,0.003118,0.028638,0.027055,0.017408,0.211385,0.039923,0.032183,0.373137,0.017591,0.041008,1.493168,1.014133,0.739173,0.511442,0.606318,0.152920,0.410712,0.242695,0.292340,0.341409,0.246348,0.199083,0.171820,0.006401,0.007162,0.013129,0.018293,0.039729,0.007558,0.039727,0.006367,0.010016,0.048791,0.059039,0.005334,0.014022,2
0.058984,0.091178,3.162816,0.121751,0.159136,0.383700,0.017669,0.082464,-24.365226,2.729678,0.909477,-0.145970,-0.226236,0.110027,0.263568,-0.072451,0.138143,0.000587,0.015342,0.260260,-0.222425,0.005822,0.004231,0.009284,0.017568,0.052393,0.009754,0.031422,0.002223,0.002848,0.053767,0.013419,0.004090,0.032231,0.078107,0.042221,0.199284,0.076642,0.019273,0.613222,0.014841,0.115930,1.869357,1.641273,0.805506,0.738891,0.401714,0.483320,0.245163,0.192731,0.241881,0.199682,0.281152,0.280342,0.109389,0.012265,0.013079,0.009703,0.024235,0.058016,0.019677,0.040690,0.004905,0.004690,0.079099,0.022521,0.009983,0.018307,2
0.082123,0.063972,3.101509,0.165648,0.185279,0.724988,0.019930,0.118451,-24.388173,0.784091,0.429300,-0.457882,-0.415031,0.103291,-0.257535,0.037075,-0.197155,-0.245723,-0.139043,-0.294828,-0.066994,0.016933,0.005495,0.050170,0.022866,0.022845,0.008651,0.013826,0.012535,0.009756,0.001950,0.002581,0.001492,0.026697,0.074145,0.044937,0.265895,0.067550,0.028568,0.746329,0.030439,0.115571,2.317144,2.382742,0.463420,0.409155,0.266331,0.414842,0.228446,0.388557,0.352989,0.482330,0.270879,0.418901,0.500005,0.030727,0.012228,0.069565,0.036816,0.058599,0.018603,0.036686,0.026995,0.024962,0.001339,0.002462,0.001017,0.022433,2
0.037554,0.047226,3.098286,0.105603,0.160814,0.261811,0.016799,0.062195,-23.932739,3.123555,-0.483292,-0.110688,0.275610,-0.011388,0.426950,-0.045951,0.037326,-0.063974,-0.095162,0.004820,-0.062512,0.010136,0.007912,0.016167,0.018613,0.040401,0.009416,0.023053,0.003220,0.009909,0.032046,0.030985,0.005393,0.025270,0.039755,0.032561,0.116940,0.052000,0.041094,0.455977,0.012111,0.079619,1.688364,1.142887,0.671522,0.586052,0.497165,0.243438,0.259338,0.256443,0.274082,0.244101,0.165173,0.281619,0.184427,0.011114,0.013466,0.016291,0.020875,0.035717,0.011614,0.028133,0.004024,0.010142,0.050670,0.055027,0.006626,0.014793,2
0.075136,0.041342,3.100739,0.141437,0.157981,0.508806,0.017041,0.108953,-24.631058,1.990867,0.538163,-0.439362,-0.287071,0.134138,0.090799,0.189130,0.074056,0.131096,0.043449,0.140409,-0.037104,0.003336,0.004776,0.023648,0.009684,0.048013,0.013252,0.017353,0.000813,0.004387,0.017835,0.017650,0.002045,0.022304,0.088556,0.037676,0.190061,0.077544,0.036176,0.606726,0.019666,0.116181,2.493279,1.213470,0.565046,0.717052,0.275985,0.623125,0.186363,0.222337,0.212733,0.290208,0.273705,0.140070,0.229049,0.002466,0.007406,0.023257,0.015616,0.053978,0.034181,0.026454,0.001011,0.004606,0.031119,0.039499,0.001822,0.016673,2
0.027337,0.061841,3.165352,0.109844,0.182295,0.050923,0.016257,0.036695,-24.607332,2.119379,-0.785136,0.379311,-0.124073,-0.490782,-0.213770,-0.248458,-0.238146,-0.278698,-0.273921,-0.284593,-0.380609,0.027795,0.008005,0.036570,0.041435,0.022924,0.021178,0.034559,0.003215,0.012216,0.001766,0.002123,0.009876,0.037363,0.015911,0.059908,0.250933,0.021814,0.036979,0.026469,0.011767,0.022720,2.581542,1.157737,0.922171,0.701023,0.355141,0.410448,0.435928,0.261745,0.303720,0.203382,0.265361,0.388349,0.455157,0.065266,0.018070,0.056726,0.048075,0.051045,0.049197,0.049811,0.005429,0.025672,0.001176,0.001471,0.014418,0.017213,2
0.033575,0.026532,2.712759,0.091594,0.159654,0.101099,0.010244,0.035809,-24.946937,3.763927,-1.104319,-0.857765,0.746676,-0.167831,0.177566,-0.124702,0.085143,-0.195029,-0.097399,0.158836,-0.257316,0.032051,0.010334,0.024851,0.011867,0.012125,0.014769,0.029846,0.011067,0.017187,0.013635,0.014217,0.006993,0.018640,0.011277,0.031001,0.242469,0.018772,0.026029,0.058219,0.005697,0.007876,1.602220,0.520209,0.474483,0.414205,0.698646,0.323279,0.217094,0.222471,0.168378,0.198993,0.170107,0.289743,0.300081,0.040341,0.013768,0.022140,0.008309,0.005244,0.018354,0.026588,0.015572,0.018036,0.009849,0.009355,0.006453,0.007594,3
0.024405,0.118759,3.268696,0.093334,0.149057,0.181531,0.012678,0.027558,-23.204576,2.439585,0.586157,-0.564736,0.132484,-0.274856,0.027436,-0.107102,0.040847,0.121746,0.013542,0.027302,-0.231024,0.029114,0.001875,0.010268,0.003541,0.004291,0.004022,0.014120,0.004238,0.018319,0.058003,0.048351,0.006582,0.028718,0.007620,0.102078,0.052597,0.022056,0.036260,0.107354,0.008819,0.013658,1.698311,1.052678,0.878276,0.491107,0.302622,0.592203,0.234422,0.281362,0.308700,0.300593,0.239489,0.349889,0.210801,0.043336,0.003573,0.012527,0.003813,0.004307,0.005613,0.019983,0.012122,0.023128,0.042860,0.049080,0.012505,0.010513,3
0.024870,0.076672,2.962673,0.083050,0.143923,0.174979,0.009408,0.032895,-23.063197,2.986483,0.606755,-0.682161,-0.144494,0.022842,0.228286,0.476924,0.041470,0.126063,-0.061880,-0.072869,0.035571,0.027674,0.019316,0.066015,0.013647,0.028469,0.012584,0.011447,0.008149,0.012995,0.007408,0.019619,0.008398,0.025916,0.008437,0.047557,0.279922,0.020234,0.032230,0.146471,0.006296,0.024927,1.405986,0.933281,1.037606,0.429606,0.433476,0.444110,0.273083,0.371296,0.368494,0.231144,0.132798,0.207136,0.188853,0.024346,0.024590,0.037675,0.018224,0.031918,0.018947,0.010983,0.023809,0.015691,0.006925,0.020266,0.012914,0.007093,3
0.032828,0.031972,2.940313,0.100055,0.162742,0.218499,0.009328,0.037846,-25.190774,2.604201,1.157243,-0.277687,-0.228374,0.446362,0.088286,0.411709,-0.122593,0.149078,0.021188,0.053220,0.069804,0.016194,0.006491,0.066774,0.008843,0.063826,0.005974,0.016380,0.004286,0.011452,0.008424,0.014787,0.002958,0.029750,0.028754,0.032975,0.317790,0.026178,0.033147,0.175062,0.009719,0.033080,2.467490,0.681059,0.862925,0.435563,0.414089,0.659751,0.236631,0.266679,0.249582,0.239217,0.249346,0.216271,0.232441,0.014525,0.012039,0.060332,0.007254,0.060274,0.007054,0.008489,0.008263,0.015587,0.007127,0.014830,0.003309,0.015635,3
0.014916,0.067027,2.903404,0.064078,0.135288,0.019135,0.013436,0.020701,-24.592657,4.867157,-0.030331,-0.607419,0.014916,0.017013,-0.018185,-0.110840,0.006192,0.248704,0.204662,-0.118054,-0.030542,0.017640,0.007761,0.045284,0.016947,0.047023,0.025977,0.015692,0.002017,0.005726,0.026976,0.032273,0.009156,0.025321,0.014532,0.035011,0.170729,0.037113,0.053219,0.025801,0.010780,0.004413,1.533572,0.866540,0.715462,0.480371,0.275052,0.129879,0.143791,0.106820,0.123608,0.180400,0.161066,0.144208,0.089967,0.020660,0.008770,0.022872,0.023397,0.043317,0.025990,0.016346,0.003298,0.008045,0.024078,0.027152,0.014487,0.007269,3
0.034029,0.090057,3.164820,0.090787,0.144393,0.172949,0.014995,0.052511,-23.686349,1.935419,-0.187392,0.127142,-0.049705,-0.086664,-0.102009,-0.085368,0.041697,-0.233408,-0.207233,-0.161978,-0.268426,0.022705,0.004080,0.061004,0.022664,0.013621,0.002836,0.006903,0.001263,0.002805,0.021715,0.032186,0.009235,0.030912,0.019373,0.113437,0.166378,0.021954,0.040576,0.166195,0.013827,0.035473,1.798864,1.374963,0.899305,0.894513,0.285289,0.323539,0.322575,0.309682,0.371319,0.335554,0.246412,0.330952,0.255517,0.031597,0.004143,0.096540,0.058513,0.015826,0.002245,0.006662,0.001521,0.003208,0.028560,0.033985,0.015329,0.024729,3
0.030551,0.065050,2.722963,0.098473,0.167868,0.147500,0.015083,0.034332,-23.980751,3.490255,0.139277,-0.127384,-0.079053,-0.163697,0.019760,-0.072530,-0.015244,0.029894,0.034412,0.090272,-0.086396,0.013690,0.003374,0.015412,0.015692,0.049867,0.039441,0.036614,0.001420,0.008676,0.021897,0.021993,0.011011,0.024598,0.033895,0.051192,0.687426,0.050677,0.051348,0.257904,0.009210,0.036252,2.089170,1.588454,0.532050,0.781687,0.356352,0.203524,0.200550,0.454582,0.384921,0.267611,0.256067,0.234060,0.180212,0.012024,0.003026,0.009766,0.013986,0.048014,0.050642,0.033797,0.001235,0.007766,0.016203,0.018505,0.011215,0.013393,3
0.052813,0.014070,2.796870,0.124405,0.167747,0.398964,0.004378,0.082123,-24.386967,1.239903,-0.981412,0.576233,0.441542,-0.109832,0.614212,0.054315,-0.208142,0.330218,0.023911,0.119201,0.069127,0.003608,0.004309,0.029282,0.007331,0.038387,0.007131,0.021130,0.006863,0.007577,0.009096,0.007584,0.003149,0.014518,0.030601,0.016503,0.321566,0.029989,0.042362,0.419074,0.002063,0.049814,1.850519,0.710242,0.458530,0.379758,0.308679,0.248241,0.153323,0.090586,0.269432,0.210232,0.166765,0.185709,0.173194,0.002873,0.002951,0.034879,0.004210,0.039372,0.004060,0.014183,0.004855,0.005149,0.008129,0.003826,0.003687,0.012123,3
0.094525,0.086193,3.189364,0.178184,0.188672,0.734341,0.012992,0.150232,-23.235485,2.016160,0.233910,-0.450865,0.022330,-0.219688,-0.284145,-0.132930,0.015221,-0.087470,-0.063853,-0.251134,-0.129320,0.029685,0.004513,0.043194,0.015973,0.007057,0.015306,0.008260,0.007749,0.006445,0.022884,0.025000,0.007669,0.029268,0.126829,0.062265,0.141695,0.102935,0.028879,1.002673,0.012373,0.210030,1.376819,1.198478,0.860356,0.602568,0.283160,0.571373,0.403585,0.260348,0.328576,0.314261,0.229810,0.313739,0.256227,0.057306,0.007072,0.080397,0.034913,0.007389,0.030752,0.008301,0.017947,0.011098,0.042097,0.038889,0.007078,0.022932,3
0.027053,0.042790,3.119215,0.083140,0.149055,0.053548,0.040825,0.037148,-25.973790,2.805032,-0.365757,0.273261,-0.015220,-0.039527,-0.042706,-0.156256,0.116413,-0.272235,-0.199096,-0.242039,-0.201266,0.064778,0.008483,0.041399,0.009664,0.006580,0.005256,0.010927,0.005566,0.003838,0.018761,0.044906,0.007598,0.037382,0.020329,0.066116,0.221602,0.022587,0.039056,0.058797,0.047064,0.028909,2.611799,1.264329,1.266997,0.588627,0.311451,0.444607,0.256991,0.230846,0.317760,0.141728,0.324152,0.314999,0.295966,0.089545,0.017971,0.071352,0.010545,0.006221,0.009319,0.017705,0.014874,0.006994,0.027832,0.069617,0.009979,0.024426,3
0.116946,0.040203,3.099957,0.190831,0.169440,0.943743,0.009718,0.189519,-24.656146,1.442442,0.412609,-0.608893,-0.063569,-0.155784,-0.231867,-0.179099,-0.053954,0.006939,-0.107389,-0.148231,-0.177354,0.029908,0.005601,0.029713,0.014467,0.011772,0.009197,0.006946,0.001836,0.013228,0.015284,0.016229,0.007368,0.022163,0.126272,0.026940,0.290418,0.107541,0.022078,0.942150,0.009071,0.201147,1.475848,1.515830,0.970967,0.579528,0.333949,0.652044,0.332591,0.322956,0.224434,0.315310,0.223558,0.299095,0.269586,0.058490,0.012918,0.060328,0.035099,0.017955,0.015220,0.010701,0.002336,0.030708,0.021596,0.018609,0.010532,0.020320,3
0.035901,0.035666,3.025090,0.099848,0.152579,0.235675,0.010232,0.045803,-24.296309,2.094120,0.163303,0.260904,0.097331,0.674753,0.221305,0.099861,0.335764,0.227615,0.109918,0.204978,-0.067611,0.008396,0.005900,0.036147,0.003034,0.111086,0.002025,0.025284,0.001765,0.001869,0.006532,0.019611,0.003467,0.038928,0.035960,0.021000,0.063127,0.033039,0.016466,0.312701,0.003317,0.050769,0.743975,0.498385,0.339406,0.240061,0.173595,0.261384,0.126021,0.133006,0.069058,0.154193,0.093475,0.111013,0.072094,0.011312,0.007334,0.027509,0.002616,0.026466,0.001394,0.022930,0.002234,0.002141,0.006289,0.015927,0.009339,0.008777,3
0.089413,0.041424,3.054258,0.126858,0.148991,0.288225,0.022776,0.105868,-26.391968,3.186154,-0.812858,-0.677136,-0.066873,-0.095026,0.119793,-0.171449,0.001867,-0.086581,-0.081494,-0.350134,-0.284447,0.031946,0.009880,0.039602,0.018117,0.007183,0.007311,0.006816,0.009198,0.008186,0.011554,0.024884,0.021004,0.023103,0.149914,0.049713,0.207060,0.129647,0.041486,0.643301,0.023454,0.187575,3.169972,1.840585,1.051870,0.567981,0.619605,0.337364,0.254934,0.267518,0.301042,0.297678,0.348116,0.276991,0.402014,0.040067,0.011712,0.054096,0.028675,0.010184,0.008267,0.005735,0.010233,0.010286,0.011743,0.050513,0.031479,0.017969,3
0.016852,0.108131,2.951032,0.087008,0.165988,0.047888,0.019995,0.023075,-23.471326,3.507964,-0.068964,-0.448249,-0.007514,-0.232266,0.204543,0.139554,0.101261,-0.068816,-0.214906,-0.039656,0.078690,0.030257,0.011737,0.042270,0.016644,0.033513,0.008274,0.015871,0.001451,0.005949,0.029579,0.026179,0.011229,0.023544,0.003302,0.083640,0.326961,0.026720,0.040946,0.026578,0.013342,0.003285,2.618749,0.507139,0.649664,0.523357,0.225922,0.374359,0.131000,0.167013,0.347361,0.244670,0.119877,0.319189,0.206363,0.027052,0.013695,0.037427,0.020922,0.027604,0.007868,0.011268,0.001756,0.007128,0.015651,0.032539,0.018206,0.005909,4
0.026032,0.100102,3.030414,0.085249,0.153188,0.067050,0.013602,0.039814,-23.500511,2.905228,-0.905477,-0.114515,0.631748,-0.243933,0.199819,0.215400,0.149329,-0.038499,-0.212082,0.095377,-0.014932,0.015520,0.007148,0.031281,0.015483,0.014250,0.005361,0.015096,0.003895,0.008006,0.049247,0.022931,0.008247,0.021625,0.006598,0.083783,0.277876,0.020247,0.038526,0.033307,0.009512,0.013638,2.415676,0.463228,0.596985,0.836890,0.772075,0.352666,0.221244,0.271403,0.125657,0.149028,0.324167,0.159682,0.132054,0.014456,0.005987,0.033669,0.025270,0.014615,0.006974,0.019356,0.004172,0.008828,0.029556,0.029250,0.004898,0.007278,4
0.025998,0.121024,2.986829,0.088525,0.157045,0.064935,0.015245,0.038475,-23.231464,2.987903,-0.922548,-0.189004,-0.121689,-0.223134,0.761764,0.543783,-0.729866,-0.201404,-0.030518,0.055998,-0.003923,0.005376,0.003794,0.025184,0.021973,0.057354,0.011799,0.011122,0.003140,0.003441,0.015192,0.008590,0.002316,0.020893,0.004084,0.103514,0.375687,0.028260,0.038044,0.037221,0.010276,0.010646,2.234611,0.437406,0.206863,0.257917,0.409106,0.399209,0.229215,0.314329,0.195915,0.184429,0.127235,0.137088,0.191862,0.004566,0.004191,0.030391,0.023635,0.034755,0.009256,0.008729,0.003926,0.002978,0.012282,0.009013,0.004647,0.006687,4
0.029139,0.115562,3.052201,0.118901,0.185394,0.185831,0.010999,0.024198,-23.283745,2.560770,0.922640,-0.624681,-0.106750,0.406564,0.182539,0.288113,-0.100792,-0.017364,0.028711,-0.080262,-0.044759,0.029058,0.005532,0.038717,0.013994,0.039696,0.012242,0.022918,0.014747,0.006609,0.036793,0.015183,0.002841,0.026821,0.010945,0.089973,0.244225,0.027980,0.030424,0.063842,0.005577,0.006516,3.543475,0.488654,0.883689,0.304740,0.205140,0.366205,0.120632,0.365822,0.129886,0.152624,0.178144,0.073241,0.226281,0.032375,0.010338,0.029115,0.016842,0.036347,0.014143,0.026995,0.033330,0.006837,0.033711,0.019558,0.003383,0.005887,4
0.017771,0.051352,2.936152,0.085040,0.157813,0.091174,0.014653,0.025862,-25.965591,3.095335,0.642509,0.383256,-0.170181,0.074002,0.201101,-0.189559,0.081838,0.166894,-0.043021,0.177230,-0.086542,0.032150,0.002120,0.054271,0.010141,0.049446,0.009983,0.017495,0.001073,0.010213,0.032069,0.019059,0.001480,0.028726,0.014849,0.051315,0.379505,0.025802,0.031408,0.087048,0.009484,0.018294,4.545665,0.701841,1.067080,0.349836,0.301516,0.153829,0.285062,0.295541,0.180249,0.188660,0.148569,0.145342,0.182193,0.037648,0.004570,0.051472,0.013646,0.045846,0.015324,0.019838,0.001858,0.013194,0.022778,0.017199,0.001911,0.010986,4
0.034936,0.065475,2.979660,0.098987,0.157904,0.113070,0.005843,0.052995,-23.111842,1.940386,-1.669916,0.459978,0.373197,0.067550,0.255395,0.246230,-0.358730,0.124695,0.035567,-0.109605,-0.028583,0.006998,0.003430,0.013158,0.012969,0.025627,0.009792,0.016660,0.006472,0.005757,0.019731,0.015280,0.006359,0.011176,0.006009,0.047849,0.312839,0.028604,0.046159,0.069269,0.005273,0.002442,2.425317,0.670588,0.422075,0.306761,0.367565,0.490221,0.438605,0.355084,0.190418,0.229766,0.175029,0.237679,0.256466,0.005508,0.002859,0.010412,0.009077,0.023088,0.009383,0.012258,0.008861,0.005132,0.009470,0.011828,0.006632,0.004742,4
0.192321,0.041651,3.110991,0.223083,0.189794,1.155651,0.009132,0.337114,-26.940631,0.978503,-0.912668,0.234143,0.413508,-0.334398,0.241124,0.130268,-0.200985,-0.095915,0.061309,-0.095263,-0.138428,0.015973,0.003069,0.008354,0.007342,0.019065,0.008456,0.021035,0.008168,0.003010,0.009566,0.007356,0.008018,0.011584,0.202397,0.057830,0.132302,0.179737,0.069487,1.369576,0.009481,0.369041,4.849399,1.613656,1.071174,0.358284,0.555606,0.268288,0.215646,0.171704,0.306037,0.189663,0.198928,0.276533,0.319550,0.014788,0.001564,0.008704,0.006750,0.013703,0.007487,0.039720,0.018161,0.002439,0.012514,0.008550,0.006791,0.009306,4
0.124138,0.033090,3.056177,0.177168,0.189559,0.913628,0.008319,0.214701,-26.118391,1.659038,0.109265,0.145536,-0.179530,-0.039509,0.406591,-0.133294,-0.051571,-0.057025,-0.061744,0.108128,-0.074308,0.026147,0.004216,0.019231,0.008631,0.028722,0.013759,0.012496,0.003607,0.003402,0.017637,0.018876,0.002224,0.017346,0.145810,0.048522,0.197360,0.125881,0.053172,1.157738,0.006474,0.263694,4.220795,1.469090,0.720015,0.404000,0.317131,0.177507,0.322901,0.345707,0.433984,0.183224,0.185394,0.149183,0.133885,0.045582,0.007648,0.028667,0.011761,0.026024,0.016657,0.016064,0.004164,0.003540,0.015785,0.016578,0.002388,0.011141,4
0.136041,0.040335,3.011990,0.176423,0.189483,0.790993,0.008827,0.246295,-26.715902,2.347155,-0.337803,0.019268,0.281090,-0.148321,0.066833,0.145796,0.010668,-0.207658,-0.113100,0.003718,-0.021526,0.018894,0.003963,0.021439,0.022230,0.055883,0.007620,0.016751,0.004570,0.003025,0.011207,0.011549,0.003444,0.019753,0.175561,0.073201,0.389656,0.154884,0.080964,1.158691,0.006493,0.351029,4.022800,1.715750,0.815708,0.350567,0.486751,0.318063,0.239033,0.301054,0.353319,0.318077,0.161201,0.205713,0.426472,0.021285,0.003099,0.018331,0.020026,0.062274,0.010764,0.017597,0.009956,0.002830,0.011328,0.007312,0.002999,0.015350,4
0.079477,0.082459,2.969046,0.123229,0.158675,0.621609,0.017323,0.128857,-25.497881,3.471394,-0.160442,-0.216127,-0.068090,-0.265044,-0.122095,0.138538,0.165016,0.289597,-0.026542,0.024639,-0.094256,0.014770,0.005496,0.014522,0.012781,0.017772,0.007080,0.019493,0.000958,0.006700,0.048527,0.028889,0.006486,0.017854,0.100818,0.124717,0.368266,0.102431,0.054262,1.008779,0.014853,0.184461,2.663741,2.335573,0.316840,0.637016,0.256217,0.147443,0.389896,0.255428,0.167732,0.197104,0.117544,0.160565,0.176927,0.014809,0.005638,0.015252,0.014443,0.012969,0.005775,0.027316,0.001113,0.005362,0.041579,0.024590,0.005559,0.011230,4
0.028085,0.130888,2.951988,0.078721,0.140822,0.078258,0.013371,0.038838,-23.173289,3.079370,-0.847707,-0.082179,-0.215782,-0.342426,0.655515,0.473292,-0.691470,0.214262,-0.062592,-0.054304,0.114682,0.011590,0.007450,0.021252,0.012177,0.022628,0.022801,0.031220,0.004384,0.007218,0.033618,0.016900,0.002191,0.021264,0.013894,0.138448,0.440627,0.024942,0.032821,0.067242,0.010033,0.016323,2.032866,0.458509,0.354955,0.385958,0.607528,0.215968,0.318251,0.296828,0.314906,0.126973,0.208358,0.127080,0.201738,0.009880,0.007286,0.023977,0.009410,0.013501,0.024390,0.031823,0.004700,0.008306,0.044513,0.020083,0.001683,0.008129,4
0.026215,0.073413,2.965984,0.100180,0.169630,0.129677,0.012208,0.035794,-23.987594,2.882907,0.665130,0.189402,-0.243951,0.155902,0.359451,-0.050630,0.223186,-0.123214,-0.109469,0.182427,-0.168820,0.040817,0.004704,0.023820,0.016039,0.050708,0.007813,0.015133,0.001340,0.005825,0.025287,0.023337,0.005844,0.025284,0.022784,0.063466,0.331873,0.031065,0.034814,0.110069,0.006370,0.026722,3.369900,0.854916,0.708772,0.297123,0.400327,0.326685,0.172090,0.117900,0.246197,0.170886,0.185257,0.255008,0.211259,0.041092,0.006208,0.021871,0.019673,0.058286,0.008080,0.015761,0.002615,0.004703,0.018358,0.019794,0.010255,0.012020,4
0.029103,0.055761,3.011287,0.066998,0.113104,0.080026,0.011452,0.041742,-23.968084,2.924596,-0.683721,0.012990,0.071572,-0.617216,0.151175,0.151200,-0.165473,-0.131587,0.038496,-0.248996,-0.261238,0.035878,0.006210,0.030362,0.016069,0.021479,0.012053,0.013071,0.001833,0.003665,0.028114,0.016160,0.018425,0.018834,0.012030,0.058374,0.371044,0.015139,0.029053,0.044773,0.006674,0.013974,2.636690,0.837422,0.710441,0.255381,0.496388,0.288733,0.154901,0.328983,0.475173,0.246767,0.212869,0.168387,0.335564,0.029235,0.004516,0.027791,0.017654,0.017849,0.011218,0.008724,0.001091,0.002805,0.021334,0.013828,0.019719,0.004836,4
0.023075,0.082888,2.918860,0.061992,0.128912,0.021123,0.017996,0.029427,-24.522944,4.147463,-0.924378,-1.019838,0.233231,-0.068800,-0.030653,0.016842,0.381013,-0.010552,-0.240761,-0.221906,-0.055684,0.032260,0.014163,0.018387,0.013113,0.022947,0.010184,0.015502,0.003701,0.004147,0.027489,0.021144,0.028921,0.020141,0.006080,0.076546,0.489669,0.013758,0.034195,0.004855,0.011345,0.005695,2.340542,0.439243,0.752046,0.393301,0.252886,0.369336,0.223826,0.192839,0.111395,0.141121,0.274013,0.294734,0.290406,0.028877,0.010033,0.014560,0.017731,0.018004,0.008177,0.017794,0.004519,0.003307,0.020538,0.014511,0.040382,0.006324,4
0.079261,0.077081,3.145494,0.143503,0.155171,0.475384,0.016757,0.097585,-24.650881,2.357651,0.247746,-0.330891,-0.189635,-0.393771,0.080888,-0.544469,-0.201582,-0.047046,-0.087222,0.144458,-0.123023,0.040896,0.001166,0.026032,0.012271,0.012723,0.018796,0.016185,0.002561,0.043546,0.015688,0.027787,0.002032,0.035351,0.125693,0.068684,0.210389,0.114075,0.041892,0.700648,0.010592,0.176146,2.483299,1.167781,0.462224,0.771498,0.379753,0.530500,0.335360,0.342897,0.379175,0.235494,0.442866,0.469384,0.372417,0.065176,0.001757,0.044499,0.020915,0.023563,0.042787,0.020840,0.003955,0.070167,0.029224,0.044587,0.001753,0.017590,4
